url,language,date,likes,comments,post,type,purpose,slug
https://www.instagram.com/frontyardorg/,English,2023-11-12,77,1,"We're Back! ?? Radio Insomnia on air during the night of the 15th of November to Thursday 16th from midnight to 6 a.m..!

Radio Insomnia returns to Eora/Sydney for a broadcast as part of (((Amplify: Story, Resistance, Radio)))’s takeover. The exhibition/pirate radio explores the importance of amplification and listening in urban politics.

We will be live from @frontyardorg with discussions and listening sessions. Join us in person, or online via our chatroom.

Nov 15th - 16th 2023
Midnight - 6 am (AEST; UTC+11)
Frontyard : 228 Illawarra Rd, Marrickville
Program and Tune in:
https://insomnia.radio.fm/

We’ve picked up some of the loose ends from our epic Montreal début, taking an opportunity to further explore Wakefulness as Resistance with night protest, and soft activism in wakefulness, in awakening against the silence of normalcy or for reconfiguring capitalist rhythms. For us, insomnia is political because it cannot let things rest.

We continue to explore the possibilities of radio as a medium, with insights from great artists on this side of the world, and we’ve also dug into some of the histories of night-time pirate radio broadcasting and listening. There will also be some durational compositions, as well as many late-night sonic incursions in between.

Hosted by @_ah_oui and @nicolasmontgermont with contributions by:

Sisters Akousmatika (Julia Drouhin & Pip Stafford), radio cegeste, diffusion fm (Hethre Contant & Jon Panther), ∏-node, Frances Barrett, Robert Curgenven, Debris Facility Pty Ltd, David Goren, Will Johncock, Tetsuo Kogawa, Tom Melick, Tom Roe, ?ther Varia, Matt Warren with Sally Ann McIntyre & Dani Kirby.

aka : @radioqueens, @cegeste, @jean_modification_diffusionfm, @hethre, @fffrancesfffrancis , @robertcurgenven, @debris.facility, @shortwaveology, @will_johncock, @tomroeradio, mattdwarren, @southernramble

Merci !
Radio Insomnia
??

With special thanks to the Frontyard community & @cooperstring, diffusion fm, ∏-node and @audio.foundation nz
????????
@amplify_tinshedsgallery closes on November 18th at Tin Sheds Gallery.??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-11-11,20,1,It was a pleasure to host @raeblodmas and @esther.foggyplace this evening in a discussion about their new book Dissonant Waves: Ernst Schoen and Experimental Sound in the 20th century from Goldsmiths Press / Sonics Series.,picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-11-9,18,1,"Frontyard Yard Sale 2.0 Summer Holiday Edition ????

For this month’s Open House we’re having another community yard sale! Spring clean in time for summer! ??? Or do the opposite and take home somebody else’s treasures ??

Sunday 26 Nov, 10am - 4pm.
228 Illawarra Rd

*Get in touch if you want some table space ???",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-11-7,67,2,"I am very excited for the book launch that we are hosting at Frontyard Projects for Dissonant Waves: Ernst Schoen and Experimental Sound in the 20th Century by Dr Sam Dolbear (@raeblodmas) and Professor Esther Leslie (@esther.foggyplace).

If you can get to Gadigal Land, we will meet from 6-7:30pm at Frontyard Projects, 228 Illawarra Road, Marrickville, NSW 2204.

If you are in London, join us on Zoom from 7-8:30am; if you are in Central Europe, join us on Zoom from 8-9:30am!

Find the Zoom link at amplifies.blog

This event is part of Amplify: Story, Resistance, Radio at Tin Sheds Gallery.

@frontyardorg
@tinshedsgallery @amplify_tinshedsgallery",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-10-12,33,1,"FRONTYARD YARD SALE
Sunday Oct 22, 10am - 4pm

Spring clean!! Trading post for unwanted stuff! Frontyard (& those who take care of it) have gathered many useful but uneeded objects, come and help us clean out!

We’ll have clothes, books, shoes, kitchenalia, plants, pots, tablecloths, embroidery, cat toys, more plants, all manner of things etc.etc.!

Also a great moment to grab one of our new Frontyard tea towels!

*if you wanna sell some stuff too email us at frontyardprojects@gmail.com or msg, there will likely be room for extra blankets or tables of goodies ?? ?? ?? ?? ?? ?? ?? ?? ??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-10-6,43,0,"Hi friends,

I am hosting a collective Tarot reading session at Frontyard on Sunday October 22nd 3-5pm. Come along!

In a typical Tarot reading, the querent (or questioner) comes to the reader with a problem for which they are seeking guidance. The reader lays out a spread and interprets the cards, tailoring the reading to the querent’s mindset. The ‘answer’ to the problem is in the work of interpretation.

To read Tarot with a larger group is to come together and invest in a shared problem. When I read with people, I try not to exert too much control. As a form of knowledge production, Tarot invites emotional and heuristic responses; it can be cathartic, illuminating, and unsettling. I like that Tarot opens a space for interpretation and negotiation. 

I am often preoccupied with the problem of precarity. In terms of labour, it is the persistent violence of casualisation – trying to build a life from gig work and short-term jobs. Is ‘security’ a pipedream? An illusion? A trap? What is precarity on a damaged planet? I often think of a quote from Anna Tsing: “precarity is not the exception but the condition of our time. Precarity is being vulnerable to others” (2015). Is it possible to embrace precarity is a less alienated way? If any of this resonates with you, let’s work it out together. ??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-9-15,25,1,"Frontyard ingenuity in the form of a standing desk! From resident @yoyomedude

Come to an open house to book your residency on the last Sunday of the month!",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-8-12,64,1,"We had an impromptu Banana Harvest Workshop with a tour group on Edge Creative Trails!

Bananas will remain on view tomorrow (13 August 2023) during our Open House tomorrow from 11am - 4pm!

@innerwestcouncil #edgeinnerwest #creative trails",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-8-12,18,0,"We welcomed an #innerwestcreativetrails bike tour today! Thanks for dropping by!!!

You can join us too! Our open house continues today and tomorrow (12 & 13 August 2023) from 11am to 4pm",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-8--10,11,0,"?? Join us this weekend for EDGE Creative Trails Midjuburi ??

Visit Frontyard for ??Open Houses?? on Saturday and Sunday (12 & 13 August 2023) from 11am to 4pm.

Or participate in one of our ?Sunday workshops?, such as Participatory Radio with #DiffusionFM from 12-3pm on Sunday, 13 August 2023 ????????

#edgecreativetrails #edgeinnerwest #whatsonsydney",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-7-30,26,0,"Night school ?? the 4 week experiment is over, but I'm stewing on maybe going monthly so keep in touch ? if you would like to pick up your work from the paper making there is a tub to the right of the door you can go to frontyard any time to pick it up ?? see you soon ??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-6-27,50,2,"extraction or at least can start to pull away from it with our combined knowledge of material.

#school #contemporaryart",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-6-26,14,1,"The incredible publication from @margueritecarson now sits in the book shelves of frontyard come have a slow read one day,?reach out if you need an induction and if you would like to have your book archived at frontyard please reach out ????????",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-6-22,65,1,"4 weeks on Thursday nights - @frontyardorg @jointhedotsworkshop Cofa - ??? 6pm ??
6-7 - 13-7 - 20-7 - 27-7

Night school - peer led learning time

How do we develop collaborative practices of care, pooling our obscure knowledge and abundances into nourishment?

We’ll do some mutating of paper
Some guided meditation
And some hot dialog

We will look at community currencies, cooperative structures, queer family, our porous bodies, cults, communes, community, cultures of extraction and discard, ways of accumulating wealth, ways of caring, the delusions of care, sauerkraut, the garden, effluence in concrete, pouring paper and the close space behind our eyelids.

We will look to each other for answers not expecting anything and knowing that we are held by our entire community's knowledge.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-5-28,51,2,Annual AGM ???????,picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-5-17,58,1,"Letter writing alongside people in prison on Gadigal/Wangal Nura

Date: Sunday 11 June, 2023

Time: 2pm-4pm

Location: Frontyard Projects, 228 Illawarra Rd, Marrickville

Accessibility: Access information sent via email

RSVP via email: letterwritingsyd@gmail.com

IRL Prison Solidarity Network holds monthly get-togethers where we write to people inside. These monthly sessions are for people who write regularly, people who have been in prison, or friends or family of people inside. Come have a tea, snacks and a chat while we write together.

New and first-time letter writers are welcome to come along and bring a friend. If you are a new letter writer, please arrive at 2pm. At the start of the session, we will explore why we write, ethical considerations when writing to people inside, and you will have a chance to send one-off letters of solidarity.

On stolen unceded Gadigal and Wangal lands.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-5-15,31,2,"Hey friends ~ thanks for all your speedy support in our recent tea towel enterprise! We raised $560, split between your fave not-only-artist-run space and the incredible Seven Sister Songline Revitalisation project (which also exceeded its $20,000 target ??). For anyone who missed out and still wants one, drop us a message and we’ll let you know if a second run is cooking

(.. & thank you also to Susie Egg of @cloudship_press for the drawing!)",picture,感谢,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-5-14,20,0,"?? This is your invitation to become illuminated ?? @ the Frontyard Annual General Meeting!

Sunday, May 28, 2023 at 4.00pmAEST. This will be immediately followed by the monthly janitors meeting from 4.30pm.

See the full invitation here: https://mailchi.mp/33f794f4032b/frontyard-annual-general-meeting-2023-invitation",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-5-8,26,0,Cute writing day with @margueritecarson,picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-5-7,23,2,"& more from @cut.n.polish | @cloudship_press with: 1. hot-off-the-presses artist publication ‘The Alchemy of Compost (Moon Planting Guide) Transmutation Cards) ~ edition of 80 light/dark with handmade boxes produced right here @frontyardorg & 2. Our new fundraising tea towels (a few still avail, msg if you want one), flyers by @othy_toffy & business cards uncovered in a back cupboard",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-5-7,55,0,brings a bit o marrickville to @cut.n.polish today with @pppalms,picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-2-14,66,2,"The Library & Publications Working Group said ?happy 7th birthday??to Frontyard today with raspberry scones, more book weeding and a lil video intro to fission and fusion ??????

meeting again next week, check calendar for details!",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-2-12,24,0,"The Library & Publications Working Group* is on fire! This week we collectively weeded a few more books, and made our first edits to the Library and Weeding Project pages on the very exciting Frontyard wiki. With peach pie!

NEXT MEETING Tues 14 Feb, 11am ~ all welcome, come give FY some ??

*more info on Working Groups is on the wiki - find it via our website",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-1-31,61,0,It’s this time of the year when we have to pay our public liability insurance (around $700). The smallest amounts are helping. BSB 032067 / account # 577740. Thank you. ?????? ?? @hethre,video,寻求赞助,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-1-26,32,0,"Frontyard Open House is happening this Sunday 29th Jan from 1-3pm. Come say hi, book a residency, harvests from the garden! ?? ?? ??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-1-24,40,0,"Riso working bee this Saturday the 28th 1-4pm, we fixed the Riso ?? got past the T3 error and are ready for some collective care of this beautiful machine, so help us and let's print some beautiful pages",picture,活动宣传,frontyard-projects
,English,2024-12-9,16,0,,picture,,campbellarchive
,English,2024-11-10,47,0,,picture,介绍/分享,campbellarchive
,English,2024-7-29,38,1,,picture,介绍/分享,campbellarchive
,English,2024-7-26,16,0,,picture,介绍/分享,campbellarchive
,English,2024-6-18,43,0,,picture,介绍/分享,campbellarchive
,English,2024-6-13,21,0,,picture,介绍/分享,campbellarchive
,English,2024-5-28,25,0,,picture,介绍/分享,campbellarchive
,English,2024-5-27,18,0,,picture,介绍/分享,campbellarchive
,English,2024-5-26,27,1,,picture,介绍/分享,campbellarchive
,English,2024-5-24,23,0,,picture,介绍/分享,campbellarchive
,English,2024-5-19,12,0,,picture,介绍/分享,campbellarchive
,English,2024-5-18,19,0,,picture,介绍/分享,campbellarchive
,English,2024-5-11,8,0,,picture,介绍/分享,campbellarchive
,English,2024-5-10,11,0,,picture,介绍/分享,campbellarchive
,English,2024-4-14,8,0,,picture,介绍/分享,campbellarchive
,English,2024-4-2,13,0,,picture,介绍/分享,campbellarchive
,English,2024-3-13,10,0,,picture,介绍/分享,campbellarchive
,English,2024-3-8,26,0,,picture,介绍/分享,campbellarchive
,English,2024-3-6,13,0,,picture,介绍/分享,campbellarchive
,English,2024-3-5,12,1,,picture,介绍/分享,campbellarchive
,English,2024-3-3,12,0,,picture,介绍/分享,campbellarchive
,English,2024-2-29,19,0,,picture,介绍/分享,campbellarchive
,English,2024-2-23,6,1,,picture,介绍/分享,campbellarchive
,English,2024-2-20,13,0,,picture,介绍/分享,campbellarchive
,English,2024-2-20,11,0,,picture,介绍/分享,campbellarchive
,English,2024-2-18,11,1,,picture,介绍/分享,campbellarchive
,English,2024-2-18,16,0,,picture,介绍/分享,campbellarchive
,English,2024-2-4,20,0,,picture,介绍/分享,campbellarchive
,English,2024-1-23,10,0,,video,介绍/分享,campbellarchive
,English,2024-1-20,13,0,,picture,介绍/分享,campbellarchive
,English,2024-1-18,12,0,,picture,介绍/分享,campbellarchive
,English,2024-1-16,12,0,,picture,介绍/分享,campbellarchive
,English,2024-1-15,10,0,,picture,介绍/分享,campbellarchive
,English,2024-1-14,18,0,,picture,介绍/分享,campbellarchive
,English,2024-1-13,11,0,,picture,介绍/分享,campbellarchive
,English,2024-1-12,13,0,,picture,介绍/分享,campbellarchive
,English,2024-1-11,15,0,,picture,介绍/分享,campbellarchive
,English,2024-1-11,12,0,,picture,介绍/分享,campbellarchive
,English,2024-1-10,18,0,,picture,介绍/分享,campbellarchive
,Spanish,2025-1-26,139,9,,picture,活动宣传,fff-mexico
,Spanish,2024-12-31,1173,20,,picture,总结回顾/感谢,fff-mexico
,Spanish,2024-10-12,183,1,,picture,纪念/倡导,fff-mexico
,Spanish,2024-10-8,43,0,,picture,倡导/社区互动,fff-mexico
,Spanish,2024-10-5,43,0,,picture,纪念/倡导,fff-mexico
,Spanish,2024-9-30,188,4,,picture,活动宣传/倡导,fff-mexico
,Spanish,2024-9-21,21,0,,video,分享/倡导,fff-mexico
,Spanish,2024-9-21,26,0,,video,分享/倡导,fff-mexico
,Spanish,2024-9-21,23,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-9-21,19,1,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-9-20,86,1,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-9-20,30,1,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-9-20,33,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-9-20,23,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-9-19,97,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-9-19,18,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-9-18,35,3,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-9-6,40,3,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-8-6,11,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-8-1,6,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-7-20,8,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-7-7,33,1,,picture,社区互动/总结回顾,fff-mexico
,Spanish,2024-6-27,7,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-6-22,12,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-6-10,31,2,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-5-23,15,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-5-17,110,5,,video,分享/倡导,fff-mexico
,Spanish,2024-5-1,36,0,,picture,活动宣传,fff-mexico
,Spanish,2024-4-26,16,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-26,45,3,,picture,活动总结/社区互动,fff-mexico
,Spanish,2024-4-23,12,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-21,5,0,,video,活动宣传,fff-mexico
,Spanish,2024-4-20,583,1,,picture,社会倡导/纪念,fff-mexico
,Spanish,2024-4-13,12,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-13,21,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-13,8,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-13,8,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-12,14,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-11,71,1,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-6,37,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-5,18,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-2,7,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-2,4,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-2,5,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-2,6,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-2,3,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-2,8,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-2,2,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-2,6,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-4-2,12,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-3-30,63,0,,picture,社区互动/活动宣传,fff-mexico
,Spanish,2024-3-27,12,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-25,15,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-24,38,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-20,18,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-20,38,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-16,50,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-9,27,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-5,30,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-2,7,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-2,15,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-2,12,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-1,19,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-3-1,18,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-2-28,18,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-2-26,40,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-2-25,25,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-2-24,91,1,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-2-23,52,1,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-2-23,48,3,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-2-21,33,0,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2024-1-31,31,0,,video,活动宣传/社会倡导,fff-mexico
,Spanish,2023-12-15,43,1,,picture,活动宣传/社会倡导,fff-mexico
,Spanish,2023-12-14,304,4,,picture,活动总结/社区互动,fff-mexico
,Spanish,2024-12-13,4,0,,picture,社区互动,fff-mexico
,Spanish,2024-12-11,80,29,,picture,社会倡导/社区互动,fff-mexico
https://instagram.com/trans.liberation.cambridge,English,2025-2-18,132,1,,picture,社区互动/活动宣传,tlc
,English,2025-2-15,96,0,,picture,社区互动/社会倡导,tlc
,English,2025-2-10,62,3,,picture,社区互动/活动宣传,tlc
,English,2025-1-19,61,0,,picture,社区互动/活动宣传,tlc
,English,2025-1-6,35,0,,picture,社区互动/活动宣传,tlc
,English,2024-12-21,33,0,,picture,社区互动/活动宣传,tlc
,English,2024-12-20,29,0,,picture,社区互动/活动宣传,tlc
,English,2024-12-16,69,0,,picture,社区互动/活动宣传,tlc
,English,2024-12-4,32,0,,picture,社区互动/活动宣传,tlc
,English,2024-11-23,65,0,,picture,社区互动/活动宣传,tlc
,English,2024-11-12,158,6,,picture,活动宣传,tlc
,English,2024-11-7,226,0,,picture,社区互动/活动宣传,tlc
,English,2024-11-7,111,1,,picture,社区互动/活动宣传,tlc
,English,2024-11-6,275,2,,picture,社区互动/活动宣传,tlc
,English,2024-10-31,42,0,,picture,社区互动/活动宣传,tlc
,English,2024-10-10,265,1,,picture,社区互动/活动宣传,tlc
,English,2024-10-8,141,2,,picture,社区互动/活动宣传,tlc
,English,2024-10-7,144,1,,picture,社区互动/活动宣传,tlc
,English,2024-9-19,128,0,,picture,活动宣传,tlc
,English,2024-9-15,50,0,,picture,活动宣传,tlc
,English,2024-9-9,101,0,,picture,活动宣传,tlc
,English,2024-8-29,22,0,,picture,活动宣传,tlc
,English,2024-8-26,2,0,,video,活动宣传,tlc
,English,2024-8-25,2,0,,video,活动宣传,tlc
,English,2024-8-20,210,4,,picture,活动宣传,tlc
,English,2024-8-17,56,0,,picture,活动宣传,tlc
,English,2024-8-16,87,4,,picture,活动宣传,tlc
,English,2024-8-13,90,4,,picture,活动宣传,tlc
,English,2024-8-10,83,0,,picture,活动宣传,tlc
,English,2024-8-8,162,0,,picture,活动宣传,tlc
,English,2024-8-4,65,0,,picture,活动宣传,tlc
,English,2024-7-31,106,1,,picture,活动宣传,tlc
,English,2024-7-22,255,1,,picture,活动宣传,tlc
,English,2024-7-15,58,0,,picture,社区互动/活动宣传,tlc
,English,2024-7-10,95,0,,picture,社区互动/活动宣传,tlc
,English,2024-6-19,115,4,,picture,社区互动/活动宣传,tlc
,English,2024-5-1,112,24,,picture,社区互动/活动宣传,tlc
,English,2024-4-17,48,0,,picture,社区互动/活动宣传,tlc
,English,2024-4-16,111,0,,picture,社区互动/活动宣传,tlc
,English,2024-4-14,197,4,,video,社区互动/活动宣传,tlc
,English,2024-4-14,446,10,,picture,社区互动/活动宣传,tlc
,English,2024-4-12,196,3,,picture,社区互动/活动宣传,tlc
,English,2024-4-10,380,1,,picture,社区互动/活动宣传,tlc
,English,2024-4-8,41,0,,picture,社区互动/活动宣传,tlc
,English,2024-4-6,75,0,,picture,社区互动/活动宣传,tlc
,English,2024-4-5,221,2,,picture,社区互动/活动宣传,tlc
,English,2024-3-30,76,2,,picture,社区互动/活动宣传,tlc
,English,2024-3-28,646,14,,picture,社区互动/活动宣传,tlc
,English,2024-3-27,38,0,,picture,社区互动/活动宣传,tlc
,English,2024-3-25,36,0,,picture,社区互动/活动宣传,tlc
,English,2024-3-23,116,4,,picture,社区互动/活动宣传,tlc
,English,2024-3-18,78,1,,picture,社区互动/活动宣传,tlc
,English,2024-3-17,107,1,,picture,社区互动/活动宣传,tlc
,English,2024-3-17,212,5,,picture,社区互动/活动宣传,tlc
,English,2024-2-28,138,3,,picture,社区互动/活动宣传,tlc
,English,2023-7-10,97,0,,picture,社区互动/活动宣传,tlc
,English,2023-7-4,146,3,,picture,社区互动/活动宣传,tlc
,English,2023-6-19,91,0,,picture,社区互动/活动宣传,tlc
,English,2023-6-17,537,2,,picture,社区互动/活动宣传,tlc
,English,2023-6-16,289,7,,picture,社区互动/活动宣传,tlc
,English,2023-6-15,58,0,,picture,社区互动/活动宣传,tlc
,English,2023-5-21,180,3,,picture,社区互动/活动宣传,tlc
,English,2023-5-20,82,3,,picture,活动宣传,tlc
,English,2023-5-12,91,1,,picture,活动宣传,tlc
,English,2023-5-11,81,2,,picture,活动宣传/社会倡导,tlc
,English,2023-5-10,194,4,,picture,活动宣传/社会倡导,tlc
,English,2023-5-10,136,0,,picture,活动宣传/社会倡导,tlc
,English,2023-5-10,210,2,,picture,活动宣传/社会倡导,tlc
,English,2023-5-8,44,0,,picture,活动宣传/社会倡导,tlc
,English,2023-5-6,78,0,,picture,活动宣传/社会倡导,tlc
,English,2023-5-4,236,0,,picture,活动宣传/社会倡导,tlc
,English,2023-3-23,262,3,,picture,活动宣传/社会倡导,tlc
,English,2023-2-27,199,0,,picture,社会倡导,tlc
,English,2023-2-27,96,0,,picture,活动宣传/社会倡导,tlc
,English,2023-2-21,521,15,,picture,活动宣传/社会倡导,tlc
,English,2023-2-20,131,3,,picture,活动宣传,tlc
,English,2023-2-19,97,1,,picture,活动宣传,tlc
,English,2023-2-16,314,3,,picture,活动宣传,tlc
,English,2023-2-16,551,7,,picture,社会倡导,tlc
,English,2023-2-16,214,0,,picture,活动宣传,tlc
,English,2023-2-14,664,13,,picture,社会倡导,tlc
,English,2023-2-3,78,0,,picture,活动宣传,tlc
,English,2023-2-1,96,0,,picture,活动宣传,tlc
,English,2023-1-28,338,4,,picture,感谢/活动总结,tlc
,English,2023-1-27,166,11,,picture,活动宣传,tlc
,English,2023-1-27,150,0,,picture,社区互动,tlc
,English,2023-1-23,137,0,,picture,社会倡导,tlc
,English,2023-1-22,217,1,,picture,社会倡导,tlc
,English,2023-1-20,70,0,,video,社区互动/活动宣传,tlc
,English,2023-1-20,53,0,,picture,活动宣传,tlc
,English,2023-1-20,81,0,,video,社会倡导,tlc
https://www.instagram.com/firstcollective614/?hl=en,English,2025-1-31,674,11,,picture,筹款宣传/社会倡导,first-collective-614
,English,2025-1-16,239,5,,picture,社会倡导/活动宣传,first-collective-614
,English,2025-1-13,75,0,,picture,社会倡导/募集捐赠,first-collective-614
,English,2025-1-12,201,2,,picture,筹款宣传/社会倡导,first-collective-614
,English,2025-1-6,268,5,,picture,总结回顾/感谢,first-collective-614
,English,2024-12-28,261,6,,picture,社会倡导/知识科普,first-collective-614
,English,2024-12-17,194,1,,picture,社会倡导/知识科普,first-collective-614
,English,2024-12-16,310,6,,picture,社会倡导/活动宣传,first-collective-614
,English,2024-12-13,459,20,,picture,筹款宣传/社会倡导,first-collective-614
,English,2024-12-4,137,3,,picture,社会倡导/活动宣传,first-collective-614
,English,2024-11-28,222,5,,picture,筹款宣传/社会倡导,first-collective-614
,English,2024-11-27,138,2,,picture,社会倡导/活动宣传,first-collective-614
,English,2024-11-26,185,4,,picture,筹款宣传/社会倡导,first-collective-614
,English,2024-11-26,355,21,,picture,筹款宣传/社会倡导,first-collective-614
,English,2024-11-23,316,3,,picture,筹款宣传/社会倡导,first-collective-614
,English,2024-11-3,228,3,,picture,活动宣传,first-collective-614
,English,2024-10-25,97,2,,picture,筹款宣传/社会倡导,first-collective-614
,English,2024-10-9,187,3,,picture,社会倡导/活动宣传,first-collective-614
,English,2024-9-26,177,3,,picture,社会倡导/活动宣传,first-collective-614
,English,2024-9-21,493,24,,picture,社会倡导,first-collective-614
,English,2024-9-11,140,0,,picture,社会倡导/活动宣传,first-collective-614
,English,2024-9-5,314,8,,video,社会倡导,first-collective-614
,English,2024-8-26,63,0,,picture,社会倡导/活动宣传,first-collective-614
,English,2024-8-19,285,1,,picture,活动宣传,first-collective-614
,English,2024-8-13,112,1,,picture,活动宣传,first-collective-614
,English,2024-8-1,190,1,,picture,筹款宣传/社会倡导,first-collective-614
,English,2024-6-26,139,1,,picture,社会倡导/感谢,first-collective-614
,English,2024-6-24,292,9,,picture,社会倡导/感谢,first-collective-614
,English,2024-5-25,244,1,,picture,社会倡导/活动宣传,first-collective-614
,English,2024-5-20,107,0,,picture,活动宣传,first-collective-614
,English,2024-4-30,246,2,,picture,社区互动,first-collective-614
,English,2024-4-21,66,1,,picture,筹款宣传,first-collective-614
,English,2024-4-4,398,2,,picture,筹款宣传/社会倡导,first-collective-614
,English,2024-3-26,144,0,,picture,筹款宣传/社会倡导,first-collective-614
,English,2024-3-16,135,1,,picture,社会倡导/募集捐赠,first-collective-614
,English,2024-3-9,50,1,,picture,活动宣传,first-collective-614
,English,2024-2-29,184,0,,picture,活动宣传/社会倡导,first-collective-614
,English,2024-2-20,211,4,,picture,社区互动,first-collective-614
,English,2024-2-6,107,0,,picture,筹款宣传,first-collective-614
,English,2024-2-5,125,1,,picture,社区互动,first-collective-614
,English,2024-2-2,265,6,,picture,社区互动/活动宣传,first-collective-614
